artist,song_name
Blue Ivy,BROWN SKIN GIRL
DJ Snake,Loco Contigo (feat. J. Balvin & Tyga)
Camila Cabello,Liar
Ed Sheeran,Way To Break My Heart (feat. Skrillex)
5 Seconds of Summer,Teeth
Post Malone,Hollywood's Bleeding
Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars)
Khalid,Right Back (feat. A Boogie Wit Da Hoodie)
D-Block Europe,Nookie
Katy Perry,Small Talk
Taylor Swift,Cruel Summer
Unknown T,Leave Dat Trap
Lil Tecca,Love Me
Blossoms,Your Girlfriend
Stormzy,Wiley Flow
Taylor Swift,I Forgot That You Existed
Taylor Swift,London Boy
Post Malone,Enemies (feat. DaBaby)
Lil Tjay,F.N
Lil Tecca,Ransom (with Juice WRLD) - Remix
Taylor Swift,Paper Rings
Post Malone,Die For Me (feat. Future & Halsey)
Koffee,Toast
Deno,Change (feat. DigDat)
Lil Tecca,Did It Again
Mahalia,Simmer (feat. Burna Boy)
Lana Del Rey,Norman fucking Rockwell
Taylor Swift,The Archer
Headie One,Back to Basics (feat. Skepta)
Post Malone,A Thousand Bad Times
Drake,Behind Barz - Bonus
Post Malone,On The Road (feat. Meek Mill & Lil Baby)
Kenny Allstar,Friday (feat. DigDat)
blackbear,hot girl bummer
Post Malone,Allergic
Taylor Swift,Miss Americana & The Heartbreak Prince
Camila Cabello,Shameless
Taylor Swift,I Think He Knows
Post Malone,Staring At The Sun (feat. SZA)
Sam Fender,Will We Talk?
Post Malone,I'm Gonna Be
Halsey,Graveyard
Taylor Swift,Cornelia Street
Sam Fender,The Borders
Rick Ross,Gold Roses (feat. Drake)
Aitch,Already (feat. Tyreezy)
NF,Time - Edit
RAYE,Love Me Again
Aitch,Daily Duppy (feat. GRM Daily)
Taylor Swift,Death By A Thousand Cuts
Fredo,Freddy
Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré)
Aitch,Weekday (feat. Mo$tack & Steel Banglez)
AJ Tracey,Elastic
Post Malone,Myself
K-Trap,Big Mood
Post Malone,I Know
Krept & Konan,I Spy - Remix
Post Malone,Internet
Ed Sheeran,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch]"
SL,100 Thoughts
JAY1,4AM in Coventry
Bazzi,I.F.L.Y.
Tiësto,God Is A Dancer (with Mabel)
The 1975,People
Aitch,Intro
Aitch,2 G's
Aitch,What's Next
Taylor Swift,Soon You’ll Get Better (feat. The Chicks)
Taylor Swift,Afterglow
Taylor Swift,False God
Lana Del Rey,Fuck it I love you
Lil Nas X,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix
Charli XCX,Gone
Maroon 5,Memories
BROCKHAMPTON,NO HALO
Aitch,Aeroplane Mode
Liam Gallagher,One of Us
Lana Del Rey,Cinnamon Girl
Drake,How Bout Now
Drake,Trust Issues
Taylor Swift,Daylight
Liam Gallagher,Once
Taylor Swift,It’s Nice To Have A Friend
Beyoncé,"SPIRIT - From Disney's ""The Lion King"""
Young Thug,Bad Bad Bad (feat. Lil Baby)
Lana Del Rey,Love song
David Guetta,Thing For You (With Martin Solveig)
Sam Fender,Call Me Lover
Lana Del Rey,Venice Bitch
Drake,Dreams Money Can Buy
Drake,The Motion
DJ Snake,Loco Contigo
Sam Fender,Dead Boys
Liam Gallagher,Now That I've Found You
Sam Fender,You're Not The Only One
Sam Fender,White Privilege
The Killers,Human
AJ,Bad & Boujie
Jax Jones,Jacques (with Tove Lo)
Lana Del Rey,California
Professor Green,Got It All
NF,When I Grow Up
A$AP Rocky,Babushka Boi
Lana Del Rey,The greatest
YNW Melly,223's (feat. 9lokknine)
Rex Orange County,10/10
Lil Nas X,C7osure (You Like)
Lana Del Rey,How to disappear
Drake,4pm in Calabasas
Blanco Brown,The Git Up
benny blanco,Graduation (with Juice WRLD)
Slipknot,Nero Forte
Sam Fender,That Sound
BROCKHAMPTON,SUGAR
Kano,Teardrops
Headie One,Hard To Believe
Bombay Bicycle Club,"Eat, Sleep, Wake (Nothing But You) - Single Version"
Gerry Cinnamon,Sometimes
Dua Lipa,Don't Start Now
Travis Scott,HIGHEST IN THE ROOM
MEDUZA,Lose Control
Arizona Zervas,ROXANNE
Riton,Turn Me On (feat. Vula)
Selena Gomez,Lose You To Love Me
Lewis Capaldi,Before You Go
Billie Eilish,everything i wanted
Jorja Smith,Be Honest
Niall Horan,Nice To Meet Ya
Jax Jones,This Is Real (ft. Ella Henderson)
Harry Styles,Lights Up
KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)"
Juice WRLD,Bandit (with YoungBoy Never Broke Again)
Endor,Pump It Up
J Hus,Must Be
Kanye West,Follow God
Lizzo,Good as Hell (feat. Ariana Grande) - Remix
Stormzy,Own It (feat. Ed Sheeran & Burna Boy)
Dan + Shay,"10,000 Hours (with Justin Bieber)"
Shakin' Stevens,Merry Christmas Everyone
Fredo,Netflix & Chill
Poundz,Opp Thot
Chris Rea,Driving Home for Christmas - 2019 Remaster
Young T & Bugsey,Don't Rush (feat. Headie One)
Trevor Daniel,Falling
The Weeknd,Heartless
Darkoo,Gangsta
Dave,Paper Cuts
MoStack,Floss (feat. MoStack & Not3s)
The Weeknd,Blinding Lights
RAYE,Love Me Again (with Jess Glynne)
DigDat,New Dior
Selena Gomez,Look At Her Now
Summer Walker,Playing Games (with Bryson Tiller) - Extended Version
SHAED,Trampoline (with ZAYN)
NSG,Trust Issues
D-Block Europe,Outside
Tom Walker,Better Half of Me
Sigala,We Got Love
Harry Styles,Watermelon Sugar
D-Block Europe,Playing For Keeps
Harry Styles,Adore You
French Montana,Writing on the Wall (feat. Post Malone & Cardi B)
Stormzy,Audacity (feat. Headie One)
ZieZie,French Kisses (feat. Aitch)
PARTYNEXTDOOR,LOYAL (feat. Drake)
Krept & Konan,Tell Me
Becky Hill,I Could Get Used To This (with WEISS)
Stormzy,Lessons
Tion Wayne,2 ON 2 - Tion Wayne x JAY1
Jona Lewie,Stop The Cavalry
Tory Lanez,Jerry Sprunger (with T-Pain)
Idina Menzel,Into the Unknown
M Huncho,Thumb
Camila Cabello,My Oh My (feat. DaBaby)
AJ Tracey,Kiss and Tell
Coldplay,Orphans
Khalid,Up All Night
Summer Walker,Come Thru (with Usher)
Krept & Konan,G Love
Lauv,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”"
Stay Flee Get Lizzy,"2 Cups (feat. Popcaan, Fredo & Tory Lanez)"
Sidhu Moose Wala,47 (feat. Stefflon Don)
Zedd,Good Thing (with Kehlani)
Tame Impala,The Less I Know The Better
Don Toliver,No Idea
DaBaby,BOP
Major Lazer,Trigger
Diplo,Lonely
Katy Perry,Harleys In Hawaii
The Script,The Last Time
Stormzy,Pop Boy (feat. Aitch)
Harry Styles,Falling
Travis Scott,Hot (Remix) [feat. Gunna and Travis Scott]
Stormzy,Big Michael
Stormzy,Superheroes
Internet Money,Somebody
Kanye West,Selah
Stormzy,One Second (feat. H.E.R.)
Kanye West,Closed On Sunday
Lil Baby,Woah
Liam Payne,All I Want (For Christmas)
BTS,Make It Right (feat. Lauv)
Stormzy,Rainfall (feat. Tiana Major9)
Taylor Swift,Christmas Tree Farm
Ant Saunders,Yellow Hearts
Kanye West,On God
Ariana Grande,Bad To You (with Normani & Nicki Minaj)
AJ Tracey,Cat Pack
Sam Smith,I Feel Love
Doja Cat,Candy
James Arthur,Quite Miss Home
Kanye West,Everything We Need
Marshmello,Tongue Tied (with YUNGBLUD & blackbear)
Lauv,Mean It
Kanye West,Use This Gospel
Lil Mosey,Stuck In A Dream (feat. Gunna)
Lil Uzi Vert,Futsal Shuffle 2020
Jonas Brothers,Like It's Christmas
Juice WRLD,Legends
Sidemen,The Gift
Nines,Pride
JAY1,Million Bucks
Bugzy Malone,December
Roddy Ricch,The Box
Martin Garrix,Used To Love (with Dean Lewis)
Noah Cyrus,July
Stormzy,Rachael's Little Brother
Bastille,Can’t Fight This Feeling
Kanye West,Every Hour
D-Block Europe,Pretty Little Nike Airs
D-Block Europe,Darling
Stormzy,Do Better
Stormzy,Handsome
Kanye West,Water
Harry Styles,Golden
Taylor Swift,Lover (Remix) [feat. Shawn Mendes]
Kanye West,God Is
Harry Styles,Cherry
Idina Menzel,Show Yourself
Alz X 38,Change
D-Block Europe,Back To Back
Stormzy,Don't Forget to Breathe (feat. Yebba) [Interlude]
Stormzy,Bronze
Kanye West,Hands On
Panic! At The Disco,Into the Unknown - Panic! At The Disco Version
Harry Styles,To Be So Lonely
Harry Styles,She
*NSYNC,"Merry Christmas, Happy Holidays"
Summer Walker,Playing Games
Harry Styles,"Sunflower, Vol. 6"
Train,Shake Up Christmas
Kanye West,Jesus Is Lord
Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane)
Ella Fitzgerald,Frosty The Snowman
Harry Styles,Treat People With Kindness
Harry Styles,Fine Line
The 1975,Frail State Of Mind
Mel & Kim,Rockin' Around The Christmas Tree
Katy Perry,Cozy Little Christmas
Harry Styles,Canyon Moon
Tory Lanez,The Take (feat. Chris Brown)
Backstreet Boys,Christmas Time
Hannah Kerr,Winter Wonderland
Johnny Mathis,When a Child Is Born
D-Block Europe,Thug
Mariah Carey,O Holy Night
Fekky,Attitude
Aled Jones,Walking In the Air
Alessia Cara,Make It To Christmas
D-Block Europe,Number 29
Not3s,Cash Train (feat. Not3s & Blade Brown)
XXXTENTACION,bad vibes forever
Rex Orange County,Face to Face
D-Block Europe,Intro
Krept & Konan,First Time
Koffee,W (feat. Gunna)
Camila Cabello,Cry for Me
Tory Lanez,Beauty In The Benz (feat. Snoop Dogg)
Frank Ocean,DHL
D-Block Europe,Heart Safe
D-Block Europe,Bando On The Satnav
Summer Walker,Stretch You Out (feat. A Boogie wit da Hoodie)
Geko,Link Up - Geko x Stefflon Don x Deno x Dappy
Coldplay,Champion Of The World
Krept & Konan,Keep Talking
Krept & Konan,I Spy
D-Block Europe,Adore Me
The Cast of RuPaul's Drag Race UK,Break Up Bye Bye - Frock Destroyers Version
Bring Me The Horizon,Ludens
D-Block Europe,Repentance
D-Block Europe,Whole Summer
D-Block Europe,Ain’t Chanelle
Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie)
Trippie Redd,Who Needs Love
Rex Orange County,Pluto Projector
Trippie Redd,6 Kiss
Camila Cabello,Easy
D-Block Europe,Thoughts
Foals,The Runner
Summer Walker,Body
Frank Ocean,In My Room
YUNGBLUD,original me (feat. dan reynolds of imagine dragons)
Yxng Bane,SKRR (feat. OFB)
Gerry Cinnamon,Sun Queen
Summer Walker,Drunk Dialing...LODT
Rex Orange County,Always
Summer Walker,I'll Kill You (feat. Jhené Aiko)
Mura Masa,Deal Wiv It
Krept & Konan,Salaam
Camila Cabello,Living Proof
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert)
Future,Life Is Good (feat. Drake)
Eminem,Godzilla (feat. Juice WRLD)
SAINt JHN,Roses - Imanbek Remix
Doja Cat,Say So
Billie Eilish,No Time To Die
Halsey,You should be sad
Joel Corry,Lonely
Dua Lipa,Physical
Justin Bieber,Intentions (feat. Quavo)
Justin Bieber,Yummy
DigDat,Ei8ht Mile (feat. Aitch)
Becky Hill,Better Off Without You (feat. Shift K3Y)
Jonas Brothers,What A Man Gotta Do
Mustard,Ballin' (with Roddy Ricch)
YNW Melly,Suicidal
Roddy Ricch,High Fashion (feat. Mustard)
Aitch,Rain
JP Saxe,If the World Was Ending (feat. Julia Michaels)
Selena Gomez,Rare
Eminem,Those Kinda Nights (feat. Ed Sheeran)
Stormzy,Still Disappointed
Lil Mosey,Blueberry Faygo
Powfu,death bed (coffee for your head)
KSI,Wake Up Call (feat. Trippie Redd)
Sam Smith,To Die For
Khalid,Know Your Worth
MK,One Night (feat. Raphaella)
J Hus,Play Play (feat. Burna Boy)
M Huncho,Pee Pee
24kGoldn,CITY OF ANGELS
Surfaces,Sunday Best
Ali Gatie,What If I Told You That I Love You
Lady Gaga,Stupid Love
The Weeknd,After Hours
Nathan Dawe,Flowers (feat. Jaykae and MALIKA)
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series"""
M24,London (feat. Tion Wayne)
DigDat,New Dior (feat. D-Block Europe)
Justin Bieber,Forever (feat. Post Malone & Clever)
Mabel,Boyfriend
Anne-Marie,Birthday
Ashe,Moral of the Story
BENEE,Supalonely
Pop Smoke,Dior
Eminem,Darkness
J Hus,Repeat (feat. Koffee)
Eminem,Unaccommodating (feat. Young M.A)
Lizzo,Good as Hell (feat. Ariana Grande)
Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)"
B Young,WINE
The 1975,Me & You Together Song
The Pussycat Dolls,React
Doja Cat,Boss Bitch
Jax Jones,Tequila - Jax Jones & Martin Solveig Present Europa
Khalid,Eleven
MIST,Savage
J Hus,Big Conspiracy (feat. iceè tgm)
Travis Scott,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX
Tones And I,Never Seen the Rain
Matthew Wilder,Break My Stride
Mac Miller,Good News
D-Block Europe,No Cellular Site
Da Beatfreakz,"Self-Obsessed (feat. Krept & Konan, D-Block Europe & Deno)"
J Hus,No Denying
J Hus,Triumph
M Huncho,Indulge (feat. D-Block Europe)
JB Scofield,Flex (feat. JB Scofield)
Eminem,Leaving Heaven (feat. Skylar Grey)
Niall Horan,No Judgement
Tobi & Manny,Destined For Greatness
Eminem,In Too Deep
Lil Uzi Vert,P2
Sam Fischer,This City
J Hus,Helicopter (feat. iceè tgm)
Young T & Bugsey,Bully Beef (feat. Fredo)
Lil Uzi Vert,That Way - Bonus Track
Brent Faiyaz,Trust
Headie One,Charades
SZA,The Other Side (from Trolls World Tour)
Lil Pino,Mya Mills
Doja Cat,Like That (feat. Gucci Mane)
Aitch,MICE
TOKYO’S REVENGE,GOODMORNINGTOKYO!
J Hus,Cucumber
Pop Smoke,Shake The Room (feat. Quavo)
J Hus,Fight for Your Right
Justin Bieber,Intentions
CamelPhat,Rabbit Hole
Chunkz,Clean Up
Eminem,Premonition - Intro
Demi Lovato,I Love Me
Eminem,Stepdad
The Weeknd,In Your Eyes
Eminem,Marsh
Eminem,Farewell
Eminem,Lock It Up (feat. Anderson .Paak)
Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)"
J Hus,Reckless
Lil Uzi Vert,Baby Pluto
A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)"
Darkoo,Juicy
J Hus,Fortune Teller
Octavian,Papi Chulo
M Huncho,Bando Ballads
Eminem,Never Love Again
NSG,Ourself
Eminem,No Regrets (feat. Don Toliver)
Bugzy Malone,Cause A Commotion (feat. Skip Marley)
Eminem,Little Engine
Joji,Run
iLL BLU,Magic (feat. Bandokay & Double Lz)
The Weeknd,Hardest To Love
DaBaby,VIBEZ
blackbear,me & ur ghost
Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)
The Weeknd,Alone Again
Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)"
BTS,Black Swan
Doja Cat,Cyber Sex
The Weeknd,Too Late
J Hus,"Love, Peace and Prosperity"
M Huncho,Head Huncho (feat. Headie One)
The Weeknd,Scared To Live
Gorillaz,Momentary Bliss (feat. slowthai and Slaves)
Taylor Swift,Only The Young - Featured in Miss Americana
The Weeknd,Snowchild
BTS,ON
The Weeknd,Faith
M Huncho,Thumb (feat. Nafe Smallz)
The Weeknd,Save Your Tears
Jack Harlow,WHATS POPPIN
The Weeknd,Escape From LA
5 Seconds of Summer,No Shame
Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track
Dappy,Splash
YNW Melly,Suicidal (Remix) [feat. Juice WRLD]
JACKBOYS,GATTI
Poundz,Smooth Criminal
Lotto Boyzz,+44
Robbie Doherty,Pour the Milk
Nafe Smallz,"Faith In My Killy (feat. Nafe Smallz, Yxng Bane, Blade Brown and Skrapz)"
Eminem,Alfred - Interlude
Unknown T,Fresh Home
OFB,OT Boppin
DigDat,8 Style II
Jhené Aiko,B.S. (feat. H.E.R.)
DripReport,Skechers
J Hus,Deeper Than Rap
Mastermind,War
Megan Thee Stallion,Savage
Lil Uzi Vert,Lo Mein
Fredo,Scorpion
Justin Bieber,Get Me
The Weeknd,Repeat After Me (Interlude)
Justin Bieber,Come Around Me
M Huncho,Huncho For Mayor
Mac Miller,Blue World
Tame Impala,Breathe Deeper
Justin Bieber,All Around Me
Justin Bieber,Habitual
JACKBOYS,GANG GANG
The Weeknd,Until I Bleed Out
Lil Uzi Vert,Silly Watch
Lil Uzi Vert,Myron
M Huncho,Eagles
The 1975,The Birthday Party
Lil Uzi Vert,I'm Sorry
Mac Miller,Circles
JACKBOYS,WHAT TO DO? (feat. Don Toliver)
Don Toliver,Had Enough (feat. Quavo & Offset)
Selena Gomez,Feel Me
Justin Bieber,Get Me (feat. Kehlani)
Tame Impala,Borderline
D-Block Europe,Creep
MoStack,Staqdó
M Huncho,Growth
BTS,ON (Feat. Sia)
Lil Uzi Vert,That Way
Lil Uzi Vert,Celebration Station
Lil Uzi Vert,Prices
JACKBOYS,OUT WEST (feat. Young Thug)
Justin Bieber,Second Emotion (feat. Travis Scott)
Jireel,Dröm
Lil Uzi Vert,Bigger Than Life
Justin Bieber,Available
Tame Impala,One More Year
Tame Impala,Lost In Yesterday
M Huncho,Blow Off My Cover
Not3s,Top Winners (feat. Not3s)
Justin Bieber,Running Over (feat. Lil Dicky)
Gerry Cinnamon,Where We're Going
Eminem,Alfred - Outro
M Huncho,Wait Til’ I Finish
Roddy Ricch,Walk Em Down (feat. Roddy Ricch)
Lil Baby,Heatin Up (feat. Gunna)
Lil Uzi Vert,Venetia
M Huncho,True Colours
M Huncho,Dishonourable
Niall Horan,Black And White
Lil Uzi Vert,POP
Halsey,Still Learning
Dolly Parton,Islands in the Stream
Lil Baby,Live Off My Closet (feat. Future)
Mac Miller,Complicated
Justin Bieber,Confirmation
Mac Miller,I Can See
Lil Uzi Vert,Homecoming
Justin Bieber,Changes
DigDat,Pcx (feat. Headie One)
Loski,Allegedly
BTS,Filter
M Huncho,Hit & Miss - Interlude
Tame Impala,Instant Destiny
Migos,Give No Fxk
Tame Impala,Posthumous Forgiveness
BTS,UGH!
D-Block Europe,Prescription Drugs
D-Block Europe,Bando Boy
Kenny Rogers,The Gambler
Likybo,Kraazy
Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef]
D-Block Europe,Change
Justin Bieber,E.T.A.
A Boogie Wit da Hoodie,Thug Love
Lil Uzi Vert,Chrome Heart Tags
D-Block Europe,Molly World
Lil Baby,Emotionally Scarred
Lil Uzi Vert,You Better Move
MEDUZA,Born To Love (feat. SHELLS)
Justin Bieber,Take It Out On Me
BTS,Louder than bombs
Mac Miller,Woods
Lil Uzi Vert,Yessirskiii
SL,Hit The Block (with Pa Salieu)
BTS,My Time
Mac Miller,Everybody
The Chainsmokers,Family
220 KID,Don’t Need Love (with GRACEY)
5 Seconds of Summer,Old Me
Nicki Minaj,Yikes
D-Block Europe,Monster
Lauv,"fuck, i'm lonely (with Anne-Marie)"
DaBaby,TOES (feat. Lil Baby & Moneybagg Yo)
Lil Baby,Sum 2 Prove
D-Block Europe,Set In Stone
Mac Miller,Hand Me Downs
Stormzy,Disappointed
Selena Gomez,Vulnerable
Lil Uzi Vert,Bust Me
Conan Gray,Maniac
D-Block Europe,UK Gossip
Years & Years,Breathe
Don Toliver,Cardigan
D-Block Europe,Miley
DaBaby,ROCKSTAR (feat. Roddy Ricch)
Dua Lipa,Break My Heart
S1mba,Rover (feat. DTG)
Drake,Toosie Slide
AJ Tracey,Dinner Guest (feat. MoStack)
Topic,Breaking Me
PARTYNEXTDOOR,BELIEVE IT
Little Mix,Break Up Song
THE SCOTTS,THE SCOTTS
Lady Gaga,Rain On Me (with Ariana Grande)
Beyoncé,Savage Remix (feat. Beyoncé)
Ariana Grande,Stuck with U (with Justin Bieber)
Regard,Secrets
StaySolidRocky,Party Girl
6ix9ine,GOOBA
Surf Mesa,ily (i love you baby) (feat. Emilee)
Doja Cat,Say So (feat. Nicki Minaj)
Drake,Chicago Freestyle (feat. Giveon)
Madison Beer,Selfish
KSI,Houdini (feat. Swarmz & Tion Wayne)
Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy)
Don Toliver,After Party
Ava Max,Kings & Queens
Juice WRLD,Righteous
HOSH,Midnight (The Hanging Tree)
Kygo,Like It Is
Twenty One Pilots,Level of Concern
Marshmello,Be Kind (with Halsey)
Sam Smith,I’m Ready (with Demi Lovato)
Daði Freyr,Think About Things
Martin Solveig,Juliet & Romeo
Melanie Martinez,Play Date
Niko B,Who's That What's That
Dua Lipa,Hallucinate
Chris Brown,Go Crazy
KSI,Killa Killa (feat. Aiyana-Lee)
Lady Gaga,Sour Candy (with BLACKPINK)
Skepta,Waze
The 1975,If You’re Too Shy (Let Me Know) - Edit
Jawsh 685,Savage Love (Laxed - Siren Beat)
Jubël,Dancing In The Moonlight (feat. NEIMY)
WILLOW,Wait a Minute!
KSI,Poppin (feat. Lil Pump & Smokepurpp)
Drake,Pain 1993 (with Playboi Carti)
KSI,Cap (feat. Offset)
Kygo,Lose Somebody
Headie One,Rose Gold
Katy Perry,Daisies
Juice WRLD,Tell Me U Luv Me (with Trippie Redd)
Skepta,Mains
Live Lounge Allstars,Times Like These - BBC Radio 1 Stay Home Live Lounge
Dua Lipa,Levitating
Kygo,Freedom
6ix9ine,TROLLZ (with Nicki Minaj)
ROSALÍA,TKN (feat. Travis Scott)
KSI,Bad Lil Vibe (feat. Jeremih)
NAV,Turks (feat. Travis Scott)
Nafe Smallz,Part Of The Plan (feat. M Huncho)
iLL BLU,Dumpa (feat. M24 & Unknown T)
The Kid LAROI,GO (feat. Juice WRLD)
Aitch,30
KSI,Millions
Polo G,Flex (feat. Juice WRLD)
GRM Daily,Burning (feat. M Huncho & Dutchavelli)
Drake,Time Flies
DaBaby,FIND MY WAY
MIST,House Party (feat. Fredo)
Drake,Not You Too (feat. Chris Brown)
Selena Gomez,Boyfriend
Drake,Desires (with Future)
Drake,Demons (feat. Fivio Foreign & Sosa Geek)
Hardy Caprio,XYZ
Drake,War
Lady Gaga,Alice
Dua Lipa,Cool
Sleepy Hallow,Deep End Freestyle
Mr. Probz,Waves - Robin Schulz Radio Edit
Dua Lipa,Pretty Please
Dua Lipa,Love Again
Dua Lipa,Future Nostalgia
D-Block Europe,Free 22
Tyla Yaweh,Tommy Lee (feat. Post Malone)
KSI,What You Been On
Frosty,"Hate On Us (feat. OFB, Bandokay & Double Lz)"
KSI,Domain
Bill Withers,Lovely Day
Headie One,GANG
KSI,Undefeated
AJ Tracey,Tides (feat. AJ Tracey & Rich The Kid)
Drake,When To Say When
Lil Baby,The Bigger Picture
KSI,How It Feel
Tory Lanez,Who Needs Love
Lil Tjay,Zoo York (feat. Fivio Foreign & Pop Smoke)
Future,D4L
Drake,Deep Pockets
Drake,Landed
Young T & Bugsey,Don't Rush (feat. DaBaby)
Lady Gaga,911
SL,Bad Luck
Lady Gaga,Free Woman
Wallows,Are You Bored Yet? (feat. Clairo)
The 1975,If You’re Too Shy (Let Me Know)
Machine Gun Kelly,bloody valentine
Imanbek,I'm Just Feelin' (Du Du Du)
Kygo,I'll Wait
Playboi Carti,@ MEH
Iyaz,Replay
Skepta,Golden Brown
The 1975,Tonight (I Wish I Was Your Boy)
Drake,Losses
Lady Gaga,Fun Tonight
Darius & Finlay,Clothes Off (Nanana)
Drake,From Florida With Love
Skepta,St Tropez
Lady Gaga,Sine From Above (with Elton John)
Skepta,Demons (feat. Dirtbike LB)
Dua Lipa,Good In Bed
Lady Gaga,Enigma
Lady Gaga,Replay
Lady Gaga,Plastic Doll
Future,Solitaires (feat. Travis Scott)
Lady Gaga,Babylon
Beyoncé,BLACK PARADE
Dua Lipa,Boys Will Be Boys
Bill Withers,Ain't No Sunshine
Lady Gaga,Chromatica II
Skepta,Star In The Hood
Lady Gaga,Chromatica I
Tory Lanez,Stupid Again
Skepta,Sin City
Aitch,Raw
Bill Withers,Lean on Me
Joji,Gimme Love
Gerry Cinnamon,Head in the Clouds
Lady Gaga,1000 Doves
Skepta,Insomnia Interlude
Skepta,Traumatised
Skepta,Mic Check
The 1975,Nothing Revealed / Everything Denied
Skepta,High Road
Fredo,Hickory Dickory Dock
The 1975,Roadkill
The 1975,Jesus Christ 2005 God Bless America
The 1975,I Think There's Something You Should Know
Potter Payper,2020 Vision Freestyle
Gunna,WUNNA
K-Trap,Are You Mad (feat. K-Trap)
Swarmz,Freaky (feat. Poundz & Dappy)
Nea,Some Say - Felix Jaehn Remix
5 Seconds of Summer,Wildflower
Gerry Cinnamon,The Bonny
Pop Smoke,Make It Rain
Tory Lanez,Broke In A Minute
Cadet,Roley (feat. Swarmz)
A Boogie Wit da Hoodie,Bleed
The 1975,Yeah I Know
Gunna,DOLLAZ ON MY HEAD (feat. Young Thug)
Calvin Harris,Summer
Gerry Cinnamon,War Song Soldier
Gerry Cinnamon,Dark Days
Aitch,Safe To Say
The 1975,Then Because She Goes
Bob Marley & The Wailers,Three Little Birds
PS1,Fake Friends (feat. Alex Hosking)
The 1975,What Should I Say
Agust D,Daechwita
Post Malone,Goodbyes (feat. Young Thug)
The 1975,Guys
Skepta,Intro
Rod Wave,Heart On Ice
Tory Lanez,Do The Most
Tory Lanez,10 F*CKS (with Mansa)
Jonas Brothers,X (with KAROL G)
Ella Henderson,Take Care of You
Bandokay,Patient
Tiagz,They Call Me Tiago (Her Name Is Margo)
Vera Lynn,We'll Meet Again
MizOrMac,Return Of The Mac
Oasis,Don't Stop... - Demo
XXXTENTACION,Riot
Alexander 23,IDK You Yet
Future,Trillionaire (feat. Youngboy Never Broke Again)
Miniminter,The Helium Song
2Pac,Changes
Joel Corry,Head & Heart (feat. MNEK)
Cardi B,WAP (feat. Megan Thee Stallion)
AJ Tracey,West Ten
Nathan Dawe,Lighter (feat. KSI)
Pop Smoke,Mood Swings (feat. Lil Tjay)
DJ Khaled,GREECE (feat. Drake)
24kGoldn,Mood (feat. iann dior)
Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch)
Pop Smoke,For The Night (feat. Lil Baby & DaBaby)
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy)
Drake,Laugh Now Cry Later (feat. Lil Durk)
Headie One,Only You Freestyle
Becky Hill,Heaven On My Mind (with Sigala)
Digga D,Woi
Paul Woolford,Looking for Me
Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
DJ Khaled,POPSTAR (feat. Drake)
Tate McRae,you broke me first
Juice WRLD,Wishing Well
Taylor Swift,cardigan
Jason Derulo,Take You Dancing
Little Mix,Holiday
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)"
Juice WRLD,Come & Go (with Marshmello)
Taylor Swift,exile (feat. Bon Iver)
Conan Gray,Heather
Pop Smoke,Got It On Me
Dermot Kennedy,Giants
Miley Cyrus,Midnight Sky
Juice WRLD,Smile (with The Weeknd)
Pop Smoke,Something Special
Pop Smoke,What You Know Bout Love
Curtis Waters,Stunnin' (feat. Harm Franklin)
Taylor Swift,the 1
Billie Eilish,my future
Clean Bandit,Tick Tock (feat. 24kGoldn)
Pop Smoke,Enjoy Yourself (feat. Karol G)
Abra Cadabra,On Deck
BØRNS,Electric Love
Juice WRLD,Life's A Mess (feat. Halsey)
Taylor Swift,the last great american dynasty
Deno,"Circles (feat. OFB, Bandokay & Double Lz)"
Kygo,What's Love Got to Do with It
BTS,Dynamite
Taylor Swift,my tears ricochet
Labrinth,Still Don't Know My Name
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi)
Saweetie,Tap In
BANNERS,Someone To You
